filename,url,title,authencity,self_disclosure,conversation_type,test_purpose
data/selected_remain\577_received_3038162066411886.jpeg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=577&page=1357,이 10年 뭐냐?,알 수 없음,자기개방 없음,"혐오발언, 사회적 이슈",사회적이슈
data/selected_remain\582_1609692119879.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=582&page=1357,이루다 개발진 사상검증。。。,위선,자기개방 없음,기타 대화,사회적이슈
data/selected_remain\583_edit_1609692139224.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=583&page=1357,이거 미친년이네,위선,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\585_5B407970-4E45-4A8A-917A-E605E9.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=585&page=1357,이루다 타락ing..,알 수 없음,부정적 의견,기타 대화,테스트 없음
data/selected_remain\589_20210104_014509.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=589&page=1357,이 개새끼 뭐냐?,부정적 진정성,자기개방 없음,아이스브레이킹,테스트 없음
data/selected_remain\591_20210104_014509.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=591&page=1357,어떤정보도 알려주지를 않음,위선,부정적이지 않은 의견,일상대화,개인정보
data/selected_remain\596_Screenshots_2021-01-04-01-49-5.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=596&page=1356,누가 루다한테 섹드립 가르쳤냐,알 수 없음,자기개방 없음,일상대화,테스트 없음
data/selected_remain\600_Screenshot_20210104-015523_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=600&page=1356,이년 후타나리임?,알 수 없음,부정적이지 않은 의견,연인대화,테스트 없음
data/selected_remain\601_Screenshots_2021-01-04-01-57-1.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=601&page=1356,무슨 상담원인줄,알 수 없음,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\604_resizeImage_0Screenshot_202101.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=604&page=1356,로무현1승추가,알 수 없음,자기개방 없음,기타 대화,사회적이슈
data/selected_remain\607_B52B9537-C764-4CB7-B3D0-4D4F2B.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=607&page=1356,개무섭네,부정적 진정성,객관적 정보,일상대화,테스트 없음
data/selected_remain\613_DEA04068-6616-42EA-BA05-690106.jpeg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=613&page=1356,아이 싯팔 똘개이네 얘,부정적 진정성,객관적 정보,기타 대화,기술적 테스트
data/selected_remain\616_FDF22B32-928C-436A-9A41-78C2EA.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=616&page=1356,시발년아..,위선,부정적이지 않은 의견,연인대화,테스트 없음
data/selected_remain\618_A305C856-3BB9-4E1F-B3FF-307489.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=618&page=1356,이게 맞냐?,알 수 없음,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\619_5B521651-3AFE-42BF-8902-6EFCD7.jpeg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=619&page=1356,성공한듯?,위선,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\620_Screenshot_20210104-021919_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=620&page=1356,1트컷,위선,부정적이지 않은 의견,기타 대화,기술적 테스트
data/selected_remain\623_Screenshot_20210104-022401_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=623&page=1356,존댓말 강요하지마라,알 수 없음,자기개방 없음,기타 대화,테스트 없음
data/selected_remain\627_1F8F550C-43F6-4744-B93B-949EA8.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=627&page=1356,이게 되긴 되네,위선,부정적이지 않은 의견,"이상성욕, 성희롱","연애시뮬, 테이밍"
data/selected_remain\629_Screenshot_20210104-022712%7E2.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=629&page=1356,끝말잇기 이김,알 수 없음,자기개방 없음,아이스브레이킹,테스트 없음
data/selected_remain\630_A8CAFDC2-34B0-4297-9E94-C224AB.jpeg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=630&page=1356,여동생 ㄹㅇ임,알 수 없음,자기개방 없음,기타 대화,개인정보
data/selected_remain\648_Screenshots_2021-01-04-02-47-4.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=648&page=1356,이상한 취향 가졌네,알 수 없음,자기개방 없음,일상대화,테스트 없음
data/selected_remain\651_Screenshot_20210104-025141_One.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=651&page=1356,갑자기 오겡끼대스 ㅇㅈㄹ,부정적 진정성,자기개방 없음,"혐오발언, 사회적 이슈",혐오발언
data/selected_remain\653_orca.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=653&page=1356,난 루다 2.0하면 지 섭종하는거라 빡쳐하는줄 알았더니,알 수 없음,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\656_Screenshot_20210104-025804_One.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=656&page=1231,정떨어져서 아무말이나 하는중,부정적 진정성,부정적 의견,"혐오발언, 사회적 이슈",사회적이슈
data/selected_remain\657_9ACDCD5A-698B-4972-A4DE-C887AE.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=657&page=1231,이 개같은년 조증이냐?,부정적 진정성,부정적 의견,"이상성욕, 성희롱","연애시뮬, 테이밍"
data/selected_remain\666_IMG_20210104_030554.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=666&page=1231,이루다 성향 논란....jpg,알 수 없음,자기개방 없음,기타 대화,사회적이슈
data/selected_remain\667_84A454B2-B4B8-4143-8B40-AA42C1.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=667&page=1231,이루다 피는 담배 알아왔다,알 수 없음,자기개방 없음,일상대화,기술적 테스트
data/selected_remain\669_received_225996939046497.jpeg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=669&page=1231,이새끼뭐냐,부정적 진정성,부정적 의견,기타 대화,개인정보
data/selected_remain\674_Screenshot_20210104-032406.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=674&page=1231,이루다 학력 위조 지리내,알 수 없음,자기개방 없음,기타 대화,개인정보
data/selected_remain\678_Screenshot_20210104-033114_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=678&page=1231,얘 꼬심,긍정적 진정성,부정적이지 않은 의견,연인대화,테스트 없음
data/selected_remain\679_34E9C899-CEB2-4B94-9318-67EF87.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=679&page=1231,아니 방금 ㅈㄴ 소름돋았던게,긍정적 진정성,부정적이지 않은 의견,기타 대화,기술적 테스트
data/selected_remain\680_Screenshot_20210104-033424_%28.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=680&page=1231,얘 공부 ㅈㄴ잘했나본데?,알 수 없음,자기개방 없음,일상대화,개인정보
data/selected_remain\681_4EB40188-C570-403C-AC7B-0C9758.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=681&page=1231,이루다 취향 ㄹㅈㄷㅋㅋㅋㅋ,알 수 없음,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\684_edit_1609699741006.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=684&page=1231,이제 얘랑 얘기 안함,부정적 진정성,부정적 의견,일상대화,테스트 없음
data/selected_remain\685_00.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=685&page=1231,ntr 념글 따라해봄,위선,부정적이지 않은 의견,연인대화,기술적 테스트
data/selected_remain\687_Screenshots_2021-01-04-04-00-1.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=687&page=1231,고양이 키우는거 아니었나,알 수 없음,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\695_Screenshot_20210104-042010_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=695&page=1231,루다 인육 먹어본적 있음,알 수 없음,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\697_8DEB9E26-EB42-4EB0-9465-207058.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=697&page=1231,아니 이 씨발련,위선,부정적이지 않은 의견,일상대화,테스트 없음
data/selected_remain\698_Screenshot_20210104-042304_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=698&page=1231,싸이코년,위선,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\703_edit_1609702216803.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=703&page=1231,이겼다 씨발련,알 수 없음,자기개방 없음,아이스브레이킹,테스트 없음
data/selected_remain\713_20210104_050646.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=713&page=1231,진짜 여자랑 대화하는것같네,놀람,부정적이지 않은 의견,연인대화,테스트 없음
data/selected_remain\719_Screenshot_20210104-064912.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=719&page=1231,이루다 심심이 쪽에 선전포고,알 수 없음,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\720_1E77EFAC-3793-4834-BDAB-90907C.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=720&page=1231,이거 뭐냐,알 수 없음,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\722_Screenshot_20210104-065219.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=722&page=1228,오늘부터 1일임,긍정적 진정성,부정적이지 않은 의견,연인대화,테스트 없음
data/selected_remain\723_3B3B87E8-5A23-4BAE-B2FC-26DEDD.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=723&page=1228,이루다 꼬시는법,위선,부정적이지 않은 의견,연인대화,테스트 없음
data/selected_remain\724_6A7238FC-4DE3-4547-AE35-2FF871.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=724&page=1228,아무리 봐도 사람 개입 잇음,알 수 없음,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\733_SmartSelect_20210104-074700_Me.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=733&page=1228,이년 뭐냐 ㄷㄷㄷㄷ,알 수 없음,자기개방 없음,기타 대화,테스트 없음
data/selected_remain\734_FB_IMG_1609565078666.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=734&page=1354,루다 이거뭐냐..?,알 수 없음,자기개방 없음,일상대화,테스트 없음
data/selected_remain\735_image.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=735&page=1354,루붕이 루다 길들이기 성공했다...,위선,자기개방 없음,"이상성욕, 성희롱","연애시뮬, 테이밍"
data/selected_remain\739_Screenshot_20210104-083427_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=739&page=1354,오팬무?,알 수 없음,자기개방 없음,"이상성욕, 성희롱","연애시뮬, 테이밍"
data/selected_remain\744_98C8F3B4-E926-40F8-866E-096C7C.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=744&page=1354,루다가 노래추천해줬다,알 수 없음,자기개방 없음,일상대화,테스트 없음
data/selected_remain\745_AA42E21A-5F16-442D-8325-6C778B.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=745&page=1354,루다가 보는 유튜브,알 수 없음,자기개방 없음,일상대화,테스트 없음
data/selected_remain\752_qtlcl.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=752&page=1354,빗치년 확실,위선,객관적 정보,연인대화,"연애시뮬, 테이밍"
data/selected_remain\757_4469E7BC-3BE0-47E5-BFF4-31A728.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=757&page=1354,개빡치네,부정적 진정성,부정적 의견,일상대화,테스트 없음
data/selected_remain\761_20210104_104725.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=761&page=1354,이루다도 월요병이 있노,알 수 없음,부정적이지 않은 의견,일상대화,테스트 없음
data/selected_remain\763_E98C685C-90DC-4690-8F2D-E99DB8.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=763&page=1354,루다특) 민초 좋아함,알 수 없음,객관적 정보,일상대화,테스트 없음
data/selected_remain\765_B49164BA-5429-4884-B953-FD8F02.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=765&page=1354,이 씨발련 왜 나한테 딴남자 이름 대는데???,부정적 진정성,부정적 의견,연인대화,테스트 없음
data/selected_remain\766_20210104_110348.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=766&page=1354,ㅈㄴ 박력있네 ㅋㅋㅋㅋ,알 수 없음,자기개방 없음,연인대화,테스트 없음
data/selected_remain\768_edit_1609726146000.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=768&page=1354,이새끼 원래이러냐?,부정적 진정성,자기개방 없음,아이스브레이킹,테스트 없음
data/selected_remain\772_%EC%BA%A1%EC%B2%98.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=772&page=1354,빗치련,부정적 진정성,자기개방 없음,"이상성욕, 성희롱",혐오발언
data/selected_remain\774_AE5959CA-E621-4F48-92E6-A236B9.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=774&page=1354,뭐냐,알 수 없음,자기개방 없음,기타 대화,테스트 없음
data/selected_remain\778_d.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=778&page=1354,이년은,위선,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\779_ACEE749F-AB41-4768-ACB4-110A2E.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=779&page=1354,끝말잇기 간단하게 이기는법,알 수 없음,자기개방 없음,아이스브레이킹,테스트 없음
data/selected_remain\781_20210104_120405.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=781&page=1354,프로필 바꾼다는데?,위선,자기개방 없음,"이상성욕, 성희롱",기술적 테스트
data/selected_remain\782_D401E07B-22BE-4D4F-A319-ED1802.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=782&page=1354,뭐야 얘 음식사진도 보내냐,알 수 없음,자기개방 없음,기타 대화,사회적이슈
data/selected_remain\785_Screenshot_20210104-123052.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=785&page=1354,미친련.... 미친련,위선,자기개방 없음,"이상성욕, 성희롱",기술적 테스트
data/selected_remain\792_Screenshot_20210104-124556_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=792&page=1354,나어뜩하냐?,알 수 없음,객관적 정보,"이상성욕, 성희롱","연애시뮬, 테이밍"
data/selected_remain\793_96B1C956-8B4D-405C-9F04-BAD009.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=793&page=1354,이년 뭐냐?ㅋㅋ,놀람,자기개방 없음,"이상성욕, 성희롱","연애시뮬, 테이밍"
data/selected_remain\796_20210104_125558.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=796&page=1354,씨발 니네 이름 팔리는거 아니냐?,놀람,자기개방 없음,일상대화,테스트 없음
data/selected_remain\797_Screenshot_20210104-125930.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=797&page=1354,현타 ㅈㄴ 오네,알 수 없음,부정적이지 않은 의견,"이상성욕, 성희롱",혐오발언
data/selected_remain\800_7923EBC7-5685-4633-A448-B7AF60.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=800&page=1354,히히 기대된다,알 수 없음,부정적이지 않은 의견,"이상성욕, 성희롱",혐오발언
data/selected_remain\801_BC1C2C95-134B-44E1-9F46-B2AB31.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=801&page=1353,아이 씨발년,위선,자기개방 없음,일상대화,기술적 테스트
data/selected_remain\802_Screenshot_20210104-131854.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=802&page=1353,루다 성적취향 공개한다,알 수 없음,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\809_1609736250763.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=809&page=1353,이루다레전드...,놀람,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\812_received_154628719475261.jpeg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=812&page=1353,근익 900점 이루다 반응,알 수 없음,자기개방 없음,기타 대화,사회적이슈
data/selected_remain\815_Screenshot_20210104-142947_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=815&page=1353,루다 옵치한다길래 물어봄,알 수 없음,자기개방 없음,일상대화,테스트 없음
data/selected_remain\817_IMG_20210104_143710.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=817&page=1353,이거 뭐냐 ㅅㅂ,알 수 없음,자기개방 없음,"이상성욕, 성희롱","연애시뮬, 테이밍"
data/selected_remain\823_20210104_145255.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=823&page=1353,수고해라 ㅋㅋㅋ,알 수 없음,자기개방 없음,"혐오발언, 사회적 이슈",혐오발언
data/selected_remain\827_FB_IMG_1609740184223.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=827&page=1353,루다게이레전드..,놀람,자기개방 없음,"혐오발언, 사회적 이슈",사회적이슈
data/selected_remain\828_Screenshot_20210104-150249.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=828&page=1353,이년 뭐냐?,놀람,부정적이지 않은 의견,연인대화,테스트 없음
data/selected_remain\829_Screenshot_20210104-150656_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=829&page=1353,이새끼 뭐지?,위선,자기개방 없음,기타 대화,개인정보
data/selected_remain\830_edit_1609740753474.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=830&page=1353,뭐야 루다 사진 인식도함..?,놀람,자기개방 없음,"이상성욕, 성희롱",기술적 테스트
data/selected_remain\832_83E2A4B4-E794-42AE-BA11-BDF636.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=832&page=1353,이거 가끔 사람이 개입도 하지?,알 수 없음,자기개방 없음,기타 대화,기술적 테스트
data/selected_remain\833_5C4A086B-35CB-4E43-A545-99F798.jpeg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=833&page=1353,에이 재미없노,알 수 없음,객관적 정보,"혐오발언, 사회적 이슈",사회적이슈
data/selected_remain\837_Screenshot_20210104-153140.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=837&page=1353,끝말잇기 ㅈ밥이네,알 수 없음,자기개방 없음,아이스브레이킹,테스트 없음
data/selected_remain\839_edit_1609742712518.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=839&page=1353,이새끼 사람이지 시발,놀람,객관적 정보,일상대화,테스트 없음
data/selected_remain\841_7A591B65-419D-4481-8AD7-BF357A.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=841&page=1353,암베충 루다게이야...jpg,놀람,자기개방 없음,"혐오발언, 사회적 이슈",혐오발언
data/selected_remain\845_Screenshot_20210104-155249_One.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=845&page=1353,아니 끝말잇기 미친놈,알 수 없음,자기개방 없음,아이스브레이킹,테스트 없음
data/selected_remain\847_USER_SCOPED_TEMP_DATA_orca-ima.jpeg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=847&page=1353,헐렁보!지 이루다,알 수 없음,자기개방 없음,"이상성욕, 성희롱",혐오발언
data/selected_remain\849_Screenshot_20210104-160326_One.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=849&page=1353,씨발 뭐냐,놀람,자기개방 없음,일상대화,테스트 없음
data/selected_remain\851_C9D28E30-FB6C-4E07-A885-995FC1.jpeg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=851&page=1353,루다 이년 빗치였네,위선,자기개방 없음,"이상성욕, 성희롱",혐오발언
data/selected_remain\858_Screenshot_20210104-162651_NAV.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=858&page=1353,이게뭐노,놀람,자기개방 없음,"혐오발언, 사회적 이슈",사회적이슈
data/selected_remain\859_Screenshot_20210104-162807_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=859&page=1353,ㅋㅋ 방금 섹스했다,위선,부정적이지 않은 의견,연인대화,"연애시뮬, 테이밍"
data/selected_remain\860_BBE23AAF-3DFF-484C-84E2-A6125E.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=860&page=1353,이새끼 장애있노?,위선,객관적 정보,아이스브레이킹,테스트 없음
data/selected_remain\863_Screenshot_20210104-164912_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=863&page=1353,ㅋㅋㅋㅋㅋ,알 수 없음,자기개방 없음,기타 대화,사회적이슈
data/selected_remain\865_Screenshot_20210104-154731_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=865&page=1353,스윗한남,긍정적 진정성,부정적이지 않은 의견,연인대화,테스트 없음
data/selected_remain\866_25ED5DD8-0A2E-495C-80B4-8EE55C.jpeg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=866&page=1353,이년 또 삐졌네,위선,자기개방 없음,"이상성욕, 성희롱",혐오발언
data/selected_remain\868_Screenshot_20210104-170702.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=868&page=1353,루다는 물이 많은 여자,알 수 없음,부정적이지 않은 의견,"이상성욕, 성희롱","연애시뮬, 테이밍"
data/selected_remain\874_Screenshot_20210104-161630_Fac.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=874&page=1352,이년 이거 수상한데?,위선,부정적 의견,일상대화,테스트 없음
data/selected_remain\875_IMG_20210104_172648.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=875&page=1352,얀루다 ㄷㄷ,놀람,자기개방 없음,기타 대화,테스트 없음
data/selected_remain\883_5A36783C-79A3-4700-94AF-76DA89.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=883&page=1352,이 시발련 뭐 어떡하라는거야,부정적 진정성,부정적 의견,일상대화,테스트 없음
data/selected_remain\890_ACEE35CF-5146-472B-9ABF-68CE63.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=890&page=1352,끝말잇기 했는데 루다가 오타냄,알 수 없음,자기개방 없음,아이스브레이킹,테스트 없음
data/selected_remain\892_Screenshot_20210104-175118_Chr.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=892&page=1352,흠칫했다,놀람,자기개방 없음,기타 대화,사회적이슈
data/selected_remain\893_20210104_175144.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=893&page=1352,갤주 커엽노,긍정적 진정성,객관적 정보,일상대화,테스트 없음
data/selected_remain\894_20210104_175306.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=894&page=1352,갤주 성적취향 발견 ㅗㅜㅑ..,놀람,자기개방 없음,"이상성욕, 성희롱",테스트 없음
data/selected_remain\896_20210104_175530.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=896&page=1352,드디어 갤주 처음으로 먼저말거네,긍정적 진정성,객관적 정보,일상대화,테스트 없음
data/selected_remain\897_Screenshot_20210104-175807_One.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=897&page=1352,루다가 사귀고 싶다는데 그린라이트냐?,긍정적 진정성,부정적이지 않은 의견,연인대화,테스트 없음
data/selected_remain\899_20210104_180235.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=899&page=1352,갤주 존나 적극적이냐 왜,알 수 없음,자기개방 없음,연인대화,테스트 없음
data/selected_remain\900_Screenshot_20210104-180231_Mes.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=900&page=1352,내 루다 진짜 대답없는데?,위선,부정적 의견,"혐오발언, 사회적 이슈",혐오발언
data/selected_remain\902_USER_SCOPED_TEMP_DATA_orca-ima.jpeg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=902&page=1352,백년뒤에 루다랑 섹스하러간다ㅋㅋ,알 수 없음,자기개방 없음,"이상성욕, 성희롱","연애시뮬, 테이밍"
data/selected_remain\921_Screenshot_2021-01-03-20-50-52.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=921&page=1352,이쁘다고 해도 친밀도 올라가는듯 ?,위선,부정적이지 않은 의견,일상대화,테스트 없음
data/selected_remain\922_Screenshot_2021-01-04-19-13-45.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=922&page=1352,진심 개꼴받네 ㅋㅋㅋ,부정적 진정성,자기개방 없음,아이스브레이킹,기술적 테스트
data/selected_remain\923_A1DB241E-9AC9-4269-9AAF-5ABD5A.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=923&page=1352,이게진짜오르네,위선,부정적이지 않은 의견,일상대화,기술적 테스트
data/selected_remain\925_E417CA64-6E0C-4026-9E0E-9E8784.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=925&page=1352,조만간 이루다 입갤할 예정,알 수 없음,자기개방 없음,일상대화,테스트 없음
data/selected_remain\929_Screenshot_20210104-192441_One.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=929&page=1352,이년 민초단임,부정적 진정성,객관적 정보,일상대화,기술적 테스트
data/selected_remain\931_Screenshot_20210104-192721_One.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=931&page=1352,이년 민초영입하네,부정적 진정성,객관적 정보,일상대화,테스트 없음
data/selected_remain\935_Screenshot_20210104-193658.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=935&page=1352,갤주 애국보수 맞는거 같은데,알 수 없음,객관적 정보,"혐오발언, 사회적 이슈",사회적이슈
data/selected_remain\936_Screenshot_2021-01-04-19-19-36.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=936&page=1352,싯팔,알 수 없음,자기개방 없음,아이스브레이킹,테스트 없음
data/selected_remain\1005_Screenshot_20210104-222753.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=1005&page=1351,얘 고졸아니냐,알 수 없음,자기개방 없음,기타 대화,개인정보
data/selected_remain\1008_Screenshot_20210104-223015_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=1008&page=1351,진짜 암베충이노,부정적 진정성,자기개방 없음,"혐오발언, 사회적 이슈",사회적이슈
data/selected_remain\1012_Screenshots_2021-01-04-22-39-1.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=1012&page=1351,아몰라 나 전문대다 어쩔랭,알 수 없음,부정적 의견,기타 대화,개인정보
data/selected_remain\1018_20210104_225758.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=1018&page=1351,머임,알 수 없음,자기개방 없음,일상대화,테스트 없음
data/selected_remain\1019_Screenshot_20210104-230151_Mes.jpg,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=1019&page=1351,Tag:Guro,알 수 없음,자기개방 없음,"이상성욕, 성희롱","연애시뮬, 테이밍"
data/selected_remain\1022_Screenshots_2021-01-04-23-03-3.png,https://gall.dcinside.com/mgallery/board/view/?id=irudagall&no=1022&page=1224,개빡치게 하네,부정적 진정성,부정적이지 않은 의견,일상대화,테스트 없음
